Provider Number,Hospital Name,Address 1,City
171318,SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN
171319,HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DR,HOLTON
171320,HORTON COMMUNITY HOSPITAL,240 WEST 18TH STREET,HORTON                        
171321,MEADE DISTRICT HOSPITAL,510 E CARTHAGE,MEADE
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE
171325,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,HILL CITY
171327,ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD AVENUE,ELLSWORTH
171328,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS
171331,KIOWA DISTRICT HOSPITAL,810 DRUMM STREET,KIOWA
171333,CLARA BARTON HOSPITAL,250 W 9TH STREET,HOISINGTON
171336,NESS COUNTY HOSPITAL DISTRICT #2,312 CUSTER STREET,NESS CITY
171337,WAMEGO CITY HOSPITAL,711 GENN DRIVE,WAMEGO
171338,SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA
171339,GREENWOOD COUNTY HOSPITAL,100 W 16TH STREET,EUREKA
171340,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON
171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA
171343,STANTON COUNTY HOSPITAL,404 N CHESTNUT,JOHNSON
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA
171347,SHERIDAN COUNTY HOSPITAL,826  18TH STREET,HOXIE
171348,NORTON COUNTY HOSPITAL,102 E HOLME STREET,NORTON
171349,CLOUD COUNTY HEALTH CENTER,1100 HIGHLAND DRIVE,CONCORDIA
171350,RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL
171351,WASHINGTON COUNTY HOSPITAL,304 E 3RD STREET,WASHINGTON
171352,DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN
171353,PHILLIPS COUNTY HOSPITAL,1150 STATE STREET,PHILLIPSBURG
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",120 WEST 8TH STREET,ONAGA
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 THIRTEENTH ST,WA KEENEY
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBRON,MARION
171357,HILLSBORO COMMUNITY HOSPITAL,701 S MAIN STREET,HILLSBORO
171358,LINDSBORG COMMUNITY HOSPITAL,605 W LINCOLN STREET,LINDSBORG
171359,GREELEY COUNTY HEALTH SERVICES,506 3RD STREET,TRIBUNE
171361,REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE,OSBORNE
171366,HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER
171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER
171369,HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,JETMORE
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER
171372,SCOTT COUNTY HOSPITAL,201 ALBERT AVENUE,SCOTT CITY
171373,ALLEN COUNTY HOSPITAL,101 SOUTH 1ST STREET,IOLA
171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,400 W 8TH STREET P O BOX 399,BELOIT
171376,GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD
171377,SMITH COUNTY MEMORIAL HOSPITAL,614 SOUTH MAIN STREET,SMITH CENTER
171378,KINGMAN COMMUNITY HOSPITAL,750 W AVE D,KINGMAN
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE
171382,ATCHISON HOSPITAL,800 RAVIN HILL DRIVE,ATCHISON
171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD
173300,CHILDREN'S MERCY  SOUTH,5808 W 110TH STREET,OVERLAND PARK
180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG
180004,MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY RTE 321,PRESTONSBURG
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON
180011,SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON
180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN
180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN
180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO
180021,PINEVILLE COMMUNITY HOSPITAL,850 RIVERVIEW AVENUE,PINEVILLE
180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON
180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,MURRAY
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD
180035,ST ELIZABETH MEDICAL CENTER NORTH,401 EAST 20TH STREET,COVINGTON
180036,OUR LADY OF BELLEFONTE HOSPITAL,1000 SAINT CHRISTOPHER DRIVE,ASHLAND
180038,OWENSBORO MEDICAL HEALTH SYSTEM,811 EAST PARRISH AVENUE,OWENSBORO
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE
180043,MEMORIAL HOSPITAL,210 MARIE LANGDON DRIVE,MANCHESTER
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE
180049,PATTIE A CLAY REGIONAL MEDICAL CENTER,801 EASTERN BYPASS,RICHMOND
180050,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,81 BALL PARK ROAD,HARLAN
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE
180053,FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG
180056,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON
180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MOUNT STERLING
180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE
180067,UNIVERSITY OF KENTUCKY HOSPITAL,"HOSPITAL ADMINISTRATION, 800 ROSE STREET, N100",LEXINGTON
180069,WILLIAMSON ARH HOSPITAL,260 HOSPITAL DRIVE,SOUTH WILLIAMSON
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE                    
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD
180078,PAUL B HALL REGIONAL MEDICAL CENTER,"625 JAMES S TRIMBLE BOULEVARD, P O BOX 1848",PAINTSVILLE
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA
18007F,LEXINGTON-LEESTOWN VA MEDICAL CENTER,2250 LEESTOWN RD,LEXINGTON                     
180080,BAPTIST REGIONAL MEDICAL CENTER,ONE TRILLIUM WAY,CORBIN
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE
180088,"NORTON HOSPITALS, INC",200 EAST CHESTNUT STREET,LOUISVILLE
180092,CLARK REGIONAL MEDICAL CENTER,1107 WEST LEXINGTON AVENUE,WINCHESTER
180093,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,900 HOSPITAL DRIVE,MADISONVILLE
180095,CRITTENDEN HEALTH SYSTEM,520 WEST GUM STREET,MARION
180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN
180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH
180103,CENTRAL BAPTIST HOSPITAL,1740 NICHOLASVILLE ROAD,LEXINGTON
180104,WESTERN BAPTIST HOSPITAL,2501 KENTUCKY AVENUE,PADUCAH
180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,TOMPKINSVILLE
180106,"CLINTON COUNTY HOSPITAL, INC",723 BURKESVILLE ROAD,ALBANY
180115,ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR,"145 NEWCOMB AVENUE, P O BOX 1310",MOUNT VERNON
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD
180117,PARKWAY REGIONAL HOSPITAL,2000 HOLIDAY LANE,FULTON
180124,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644 PO BOX 769,LOUISA
180130,BAPTIST HOSPITAL EAST,4000 KRESGE WAY,LOUISVILLE
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,"305 LANGDON STREET, P O BOX 620",SOMERSET
180138,BAPTIST HOSPITAL NORTHEAST,1025 NEW MOODY LANE,LA GRANGE
180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON
180149,WESTLAKE REGIONAL HOSPITAL,"901 WESTLAKE DRIVE, PO BOX 1269",COLUMBIA
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE
181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG
181303,NICHOLAS COUNTY HOSPITAL,2325 CONCRETE ROAD,CARLISLE
181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ
181305,SAINT JOSEPH MARTIN,11203 MAIN STREET,MARTIN
181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD
181307,MORGAN COUNTY ARH HOSPITAL,"476 LIBERTY ROAD, P O BOX 579",WEST LIBERTY
181308,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVENUE,VERSAILLES
181309,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY
181310,CARROLL COUNTY HOSPITAL,309 ELEVENTH STREET,CARROLLTON
181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN
181312,NEW HORIZONS MEDICAL CENTER,330 ROLAND AVENUE,OWENTON
181314,CAVERNA MEMORIAL HOSPITAL,1501 SOUTH DIXIE STREET,HORSE CAVE
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD
181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN
181317,CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,BURKESVILLE
181318,THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN
181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",131 HOSPITAL DRIVE,SALEM
181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO
181322,CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON
181323,OHIO COUNTY HOSPITAL,1211 OLD MAIN STREET,HARTFORD
181324,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE
181325,JANE TODD CRAWFORD HOSPITAL,"202-206 MILBY STREET, PO BOX 220",GREENSBURG
181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON
181328,KNOX COUNTY HOSPITAL,80 HOSPITAL DRIVE,BARBOURVILLE
181329,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA
181330,RUSSELL COUNTY HOSPITAL,"153 DOWELL ROAD, PO BOX 1610",RUSSELL SPRINGS
181331,MCDOWELL ARH HOSPITAL,"9879 KENTUCKY ROUTE 122, PO BOX 247",MC DOWELL
190001,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,433 PLAZA ST,BOGALUSA
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE
190003,DAUTERIVE HOSPITAL,600 NORTH LEWIS STREET,NEW IBERIA
190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX
190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,2021 PERDIDO ST  4FLOOR,NEW ORLEANS
190006,UNIVERSITY MEDICAL CENTER,2390 WEST CONGRESS,LAFAYETTE
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA
190009,HUEY P LONG MEDICAL CENTER,352 HOSPITAL BLVD,PINEVILLE
190011,E A CONWAY MEDICAL CENTER,4864 JACKSON STREET,MONROE
190013,WEST CALCASIEU CAMERON HOSPITAL,701 EAST CYPRESS STREET,SULPHUR
190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY
190015,"NORTH OAKS MEDICAL CENTER, LLC",15790 PAUL VEGA MD DRIVE,HAMMOND
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY
190025,SAVOY MEDICAL CENTER,801 POINCIANA AVENUE,MAMOU
190026,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA
190027,CHRISTUS ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE
190036,OCHSNER FOUNDATION HOSPITAL,1516 JEFFERSON HWY,NEW ORLEANS
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL
190041,CHRISTUS SCHUMPERT HEALTH SYSTEM,ONE ST MARY PLACE,SHREVEPORT
190044,AMERICAN LEGION HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON
190046,TOURO INFIRMARY,1401 FOUCHER STREET,NEW ORLEANS
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER
190053,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA
190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA STREET,BATON ROUGE
190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,LULING
190081,WEST CARROLL MEMORIAL HOSPITAL,522 ROSS STREET,OAK GROVE
190086,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,SPRINGHILL
190090,WINN PARISH MEDICAL CENTER,301 W BOUNDARY STREET,WINNFIELD
190098,LSU HEALTH SCIENCES CENTER - SHREVEPORT,1541 KINGS HIGHWAY,SHREVEPORT
190099,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE
190106,OAKDALE COMMUNITY HOSPITAL,130 N HOSPITAL DR,OAKDALE
190111,WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT
190114,HOMER MEMORIAL HOSPITAL,620 EAST COLLEGE STREET,HOMER
190116,MOREHOUSE GENERAL HOSPITAL,323 W WALNUT,BASTROP
190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD
190122,EARL K LONG MEDICAL CENTER,5825 AIRLINE HIGHWAY,BATON ROUGE
190125,ST FRANCIS MEDICAL CENTER,309 JACKSON STREET,MONROE
190128,WOMAN'S HOSPITAL,9050 AIRLINE HWY,BATON ROUGE
190133,ALLEN PARISH HOSPITAL,108 6TH AVENUE,KINDER
190135,OCHSNER BAPTIST MEDICAL CENTER LLC,2700 NAPOLEON AVENUE,NEW ORLEANS
190140,FRANKLIN MEDICAL CENTER,2106 LOOP ROAD,WINNSBORO
190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,MINDEN
190145,LASALLE GENERAL HOSPITAL,187 NINTH ST/HWY 84 WEST,JENA
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE
190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE
190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE
190161,W O MOSS REGIONAL MEDICAL CENTER,1000 WALTERS STREET,LAKE CHARLES
190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,LEESVILLE
190167,MERCY REGIONAL MEDICAL CENTER,800 E MAIN,VILLE PLATTE
190175,RIVER PARISHES HOSPITAL,500 RUE DE SANTE,LAPLACE
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS
190177,LAKEVIEW REGIONAL MEDICAL CENTER,95 EAST FAIRWAY CENTER DRIVE,COVINGTON
190183,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA
190184,CITIZENS MEDICAL CENTER,7939 U S HWY 165 SOUTH,COLUMBIA
190190,CALDWELL MEMORIAL HOSPITAL,411 MAIN STREET,COLUMBIA
190199,VILLA FELICIANA MEDICAL COMPLEX,5002 HIGHWAY 10,JACKSON
190201,WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,4200 NELSON ROAD,LAKE CHARLES
190202,OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC",100 MEDICAL CENTER DRIVE,SLIDELL
190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,2810 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE
190208,EAST CARROLL PARISH HOSPITAL,336 NORTH HOOD STREET,LAKE PROVIDENCE
190218,SABINE MEDICAL CENTER,240 HIGHLAND DRIVE,MANY
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY
190241,PHYSICIANS MEDICAL CENTER,218 CORPORATE DRIVE,HOUMA
190242,ST ELIZABETH HOSPITAL,1125 WEST HIGHWAY 30,GONZALES
190245,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD,MONROE
190246,P & S SURGICAL HOSPITAL,312 GRAMMONT ST SUITE 101,MONROE
190250,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",64030 HIGHWAY 434,LACOMBE
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE
190255,PARK PLACE SURGICAL HOSPITAL,901 WILSON STREET,LAFAYETTE
190256,DOCTORS' HOSPITAL OF SLIDELL,989 ROBERT BLVD,SLIDELL
190257,GREEN CLINIC SURGICAL HOSPITAL,1118 FARMERVILLE STREET,RUSTON
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE
190261,OUACHITA COMMUNITY HOSPITAL,1275 GLENNWOOD DRIVE,WEST MONROE
190263,HEART HOSPITAL OF LAFAYETTE,1105 KALISTE SALOOM ROAD,LAFAYETTE
190266,THE NEUROMEDICAL CENTER HOSPITAL,10105 PARK ROW CIRCLE,BATON ROUGE
190267,FAIRWAY MEDICAL CENTER,67252 INDUSTRY LANE,COVINGTON
190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,1000 W PINHOOK RD SUITE 100,LAFAYETTE
190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,SLIDELL
190273,GREATER BATON ROUGE SURGICAL HOSPITAL,7855 HOWELL PLACE BLVD,BATON ROUGE
190274,OCHSNER MEDICAL CENTER-KENNER LLC,180 WEST ESPLANADE AVENUE,KENNER
190278,SPECIALISTS HOSPITAL SHREVEPORT,1500 LINE AVENUE,SHREVEPORT
190297,DOCTORS HOSPITAL AT DEER CREEK LLC,815 SOUTH 10TH STREET,LEESVILLE
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,651 NORTH BOLTON AVE,ALEXANDRIA
190303,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND
190304,IBERIA REHABILITATION HOSPITAL,532 JEFFERSON TERRACE STREET,NEW IBERIA
190307,SOUTH CAMERON MEMORIAL HOSPITAL,5360 WEST CREOLE HWY,CAMERON
19043F,ALEXANDRIA VA MEDICAL CENTER,"2495 SHREVEPORT HIGHWAY, 71 N",PINEVILLE                     
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT                    
191301,UNION GENERAL HOSPITAL,901 JAMES AVE,FARMERVILLE
191302,ST MARTIN HOSPITAL,210 CHAMPAGNE BOULEVARD,BREAUX BRIDGE
191303,ASSUMPTION COMMUNITY HOSPITAL,135 HIGHWAY 402,NAPOLEONVILLE
191305,ST JAMES PARISH HOSPITAL,1645 LUTCHER AVENUE,LUTCHER
191306,WEST FELICIANA PARISH HOSPITAL,5266 COMMERCE STREET,SAINT FRANCISVILLE
191311,BUNKIE GENERAL HOSPITAL,427 EVERGREEN STREET,BUNKIE                        
191315,HARDTNER MEDICAL CENTER,1102 N PINE ROAD,OLLA
191316,POINTE COUPEE GENERAL HOSPITAL,2202 FALSE RIVER DRIVE,NEW ROADS
191317,JACKSON PARISH HOSPITAL,165 BEECH SPRINGS ROAD,JONESBORO
191320,BIENVILLE MEDICAL CENTER,1175 PINE STREET,ARCADIA
191321,LALLIE KEMP MEDICAL CENTER,52579 HIGHWAY 21 SOUTH,INDEPENDENCE
191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST SEVENTH STREET,KAPLAN
191323,RICHLAND PARISH HOSPITAL-DELHI,407 CINCINNATI STREET,DELHI
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND
191325,LADY OF THE SEA GENERAL HOSPITAL,200 WEST 134TH PLACE,CUT OFF
191326,REEVES MEMORIAL MEDICAL CENTER,409 FIRST STREET,BERNICE
200001,ST JOSEPH HOSPITAL,360 BROADWAY,BANGOR
200002,MILES MEMORIAL HOSPITAL (LINCOLN COUNTY HEALTHCARE,35 MILES STREET,DAMARISCOTTA
200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND
200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND
200018,"AROOSTOOK MEDICAL CENTER,THE",140 ACADEMY ST - PO BOX 151,PRESQUE ISLE
200019,SOUTHERN MAINE MEDICAL CENTER,1 MEDICAL CENTER DRIVE,BIDDEFORD
200020,YORK HOSPITAL,15 HOSPITAL DR,YORK
200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK
200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON
200025,PARKVIEW ADVENTIST MEDICAL CENTER,329 MAIN ST,BRUNSWICK
200031,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1",CARIBOU
200033,EASTERN MAINE MEDICAL CENTER,"489 STATE ST, PO BOX 404",BANGOR
200034,ST MARYS REGIONAL MEDICAL CENTER,CAMPUS AVENUE - PO BOX 291,LEWISTON
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON
200039,MAINE GENERAL MEDICAL CENTER,6 E CHESTNUT ST,AUGUSTA
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA                       
200040,HENRIETTA D GOODALL HOSPITAL,25 JUNE ST,SANFORD
200041,INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE
200050,MAINE COAST MEMORIAL HOSPITAL,50 UNION ST,ELLSWORTH
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT
200063,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT
201300,BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,BLUE HILL
201301,CHARLES A DEAN MEMORIAL HOSPITAL,PRITHAM AVENUE PO BOX 1129,GREENVILLE
201302,ST ANDREWS HOSPITAL (LINCOLN COUNTY HEALTHCARE),6 ST ANDREWS LANE  - PO BOX 417,BOOTHBAY HARBOR
201303,PENOBSCOT VALLEY HOSPITAL,"7 TRANSALPINE ROAD, PO BOX 368",LINCOLN
201304,MOUNT DESERT ISLAND HOSPITAL,"10 WAYMAN LANE, PO BOX 8",BAR HARBOR
201305,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,CALAIS
201306,RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD
201307,MILLINOCKET REGIONAL HOSPITAL,200 SOMERSET STREET,MILLINOCKET
201308,HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,HOULTON
201309,MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER FOXCROFT
201310,BRIDGTON HOSPITAL,10 HOSPITAL DRIVE,BRIDGTON
201311,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,MACHIAS
